generation,gene_id,reward,param_count,submission_flag,runtime_min,status,job_id,source_log,is_valid,failure_kind
3,xXxQtQHOeFZixM1Gcc7knLB3Wrx,509.4202073338365,11085.0,True,1481,completed,5142056,slurm-5149662.out,True,valid
3,xXxPxkSnBF0QFJWSfnlKEmp3eNn,501.7984549662139,11085.0,True,1481,completed,5142083,slurm-5149662.out,True,valid
3,xXxZ7emrx9AC8K23N0tLY1tsV9b,415.7988712595628,11085.0,True,1452,completed,5144015,slurm-5149662.out,True,valid
3,xXxrkc77NtP2HPdCEZBlnbI7WpH,511.4600183392161,38541.0,True,1481,completed,5142068,slurm-5149662.out,True,valid
3,xXxauyMDPsdPvQXe6q3lii5NCEu,406.0100589261962,11085.0,True,1431,completed,5145414,slurm-5149662.out,True,valid
3,xXxc4pciS1TcUZ8KI2JSPwUo7gF,223.2558283189739,11085.0,True,1431,completed,5145413,slurm-5149662.out,True,valid
3,xXxIDqgFtAyZ8lZO9c8pNLtH6Lw,449.3107780399282,38541.0,True,1452,completed,5144006,slurm-5149662.out,True,valid
3,xXxlR3KXkPeJZ4m6lMcKAya9az0,402.7101161159627,38541.0,True,1452,completed,5144003,slurm-5149662.out,True,valid
3,xXxO2mktPYGnElTIhjyJVKCdOnn,221.46700235570952,38541.0,True,1481,completed,5142058,slurm-5149662.out,True,valid
3,xXxAQQFhDB2oeamMdm9XKZzvHqZ,73.50492274281704,38541.0,True,1481,completed,5142079,slurm-5149662.out,True,valid
3,xXxwc9Tq6dXxya0sZB2Qur7oohc,-0.1913376111529433,38541.0,True,1431,completed,5145425,slurm-5149662.out,True,valid
3,xXx9jblXs9kKMnDDwDuXVsZdCfZ,9.03205817179165,54605.0,True,1481,completed,5142087,slurm-5149662.out,True,valid
3,xXxzUYmcnzISwZJlcgqkCq0IPLX,-33.25496500922187,38541.0,True,1431,completed,5145426,slurm-5149662.out,True,valid
3,xXxHIj827tiDIbX2tE6IZhpGodu,-999999.0,999999999.0,True,1431,completed,5145420,slurm-5149662.out,False,hard_failure
3,xXxyuIS1luzzMpbl6Vtr2tEL2vo,-999999.0,999999999.0,True,1431,completed,5145428,slurm-5149662.out,False,hard_failure
3,xXxISD0YPy2slHPjPraCyFM3d4k,-999999.0,999999999.0,True,1481,completed,5142086,slurm-5149662.out,False,hard_failure
3,xXxP6NGqwcFhbeF5fxbMOKlAoDm,-999999.0,999999999.0,True,1452,completed,5144009,slurm-5149662.out,False,hard_failure
3,xXxS65tZXL0biwAkFDDDeAEfzcv,-999999.0,999999999.0,True,1481,completed,5142074,slurm-5149662.out,False,hard_failure
4,xXx1w11LSOhOZbBS0iRYLEoYDqp,-inf,inf,True,20,completed,5149819,slurm-5149662.out,False,runtime_invalid
4,xXxcdnoSVOAg14y1yyBEjdTVxIs,-inf,inf,True,20,completed,5149820,slurm-5149662.out,False,runtime_invalid
4,xXxukosVmS7pB3lJKrcyRBL5D1c,-357.94885880736626,11085.0,True,20,completed,5149821,slurm-5149662.out,True,valid
4,xXxs3VCLgjA01yRYrohEmM4N3Rr,-1.7231340351635989,38541.0,True,20,completed,5149822,slurm-5149662.out,True,valid
4,xXxeVhUtB1248wrdBvafGvdNrBw,870.8551087192778,11085.0,True,20,completed,5149823,slurm-5149662.out,True,valid
4,xXx2jLLixCpVi8RatWNspEImgrY,602.9938112476127,11085.0,True,20,completed,5149824,slurm-5149662.out,True,valid
4,xXxCMwMoGlGU0C82t0V7cRTDFLy,-inf,inf,True,20,completed,5149825,slurm-5149662.out,False,runtime_invalid
4,xXx6Q2WN1n9DIsWLMR6GPkI7cwq,-999999.0,999999999.0,True,20,completed,5149826,slurm-5149662.out,False,hard_failure
4,xXxU0swyaH2iPVsbAOEeibKhHg7,626.3422400227767,11085.0,True,20,completed,5149827,slurm-5149662.out,True,valid
4,xXxzyVTCuvl5c7ovw5FxeCzLq2C,916.703356974067,38541.0,True,20,completed,5149828,slurm-5149662.out,True,valid
4,xXx8tqdnT7qibuIf5VV4a2yHJ6b,799.5517361148836,11085.0,True,20,completed,5149829,slurm-5149662.out,True,valid
4,xXxVQkqCA08sotrgn7KXPs4qVLI,-inf,inf,True,20,completed,5149830,slurm-5149662.out,False,runtime_invalid
4,xXx2mVbVaPQ6yT9X4zjB3UIbW6Y,288.7086275658483,11085.0,True,20,completed,5149831,slurm-5149662.out,True,valid
4,xXxV1WRjf35cWKIudrQPTxDrdy5,739.4771038002082,11085.0,True,20,completed,5149832,slurm-5149662.out,True,valid
4,xXxsT3fWKN9anhp2dvRgL3Qldry,-inf,inf,True,23,completed,5149808,slurm-5149662.out,False,runtime_invalid
